N	x	y	u	u*	|u - u*|
162	4.000000e+00	2.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
203	2.000000e+00	3.000000e-01	7.457052e-01	7.457052e-01	0.000000e+00
204	2.100000e+00	3.000000e-01	6.754632e-01	6.754632e-01	0.000000e+00
205	2.200000e+00	3.000000e-01	5.984721e-01	5.984721e-01	0.000000e+00
206	2.300000e+00	3.000000e-01	5.155014e-01	5.155014e-01	0.000000e+00
207	2.400000e+00	3.000000e-01	4.273799e-01	4.273799e-01	0.000000e+00
208	2.500000e+00	3.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
209	2.600000e+00	3.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
210	2.700000e+00	3.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
211	2.800000e+00	3.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
212	2.900000e+00	3.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
213	3.000000e+00	3.000000e-01	-1.576143e-01	-1.577457e-01	1.313585e-04
214	3.100000e+00	3.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
215	3.200000e+00	3.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
216	3.300000e+00	3.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
217	3.400000e+00	3.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
218	3.500000e+00	3.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
219	3.600000e+00	3.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
220	3.700000e+00	3.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
221	3.800000e+00	3.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
222	3.900000e+00	3.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
223	4.000000e+00	3.000000e-01	-9.161659e-01	-9.161659e-01	0.000000e+00
264	2.000000e+00	4.000000e-01	6.754632e-01	6.754632e-01	0.000000e+00
265	2.100000e+00	4.000000e-01	5.984721e-01	5.984721e-01	0.000000e+00
266	2.200000e+00	4.000000e-01	5.155014e-01	5.155014e-01	0.000000e+00
267	2.300000e+00	4.000000e-01	4.273799e-01	4.273799e-01	0.000000e+00
268	2.400000e+00	4.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
269	2.500000e+00	4.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
270	2.600000e+00	4.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
271	2.700000e+00	4.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
272	2.800000e+00	4.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
273	2.900000e+00	4.000000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
274	3.000000e+00	4.000000e-01	-2.554146e-01	-2.555411e-01	1.264620e-04
275	3.100000e+00	4.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
276	3.200000e+00	4.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
277	3.300000e+00	4.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
278	3.400000e+00	4.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
279	3.500000e+00	4.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
280	3.600000e+00	4.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
281	3.700000e+00	4.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
282	3.800000e+00	4.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
283	3.900000e+00	4.000000e-01	-9.161659e-01	-9.161659e-01	0.000000e+00
284	4.000000e+00	4.000000e-01	-9.516021e-01	-9.516021e-01	0.000000e+00
325	2.000000e+00	5.000000e-01	5.984721e-01	5.984721e-01	0.000000e+00
326	2.100000e+00	5.000000e-01	5.155014e-01	5.155014e-01	0.000000e+00
327	2.200000e+00	5.000000e-01	4.273799e-01	4.273799e-01	0.000000e+00
328	2.300000e+00	5.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
329	2.400000e+00	5.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
330	2.500000e+00	5.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
331	2.600000e+00	5.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
332	2.700000e+00	5.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
333	2.800000e+00	5.000000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
334	2.900000e+00	5.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
335	3.000000e+00	5.000000e-01	-3.506633e-01	-3.507832e-01	1.199250e-04
336	3.100000e+00	5.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
337	3.200000e+00	5.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
338	3.300000e+00	5.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
339	3.400000e+00	5.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
340	3.500000e+00	5.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
341	3.600000e+00	5.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
342	3.700000e+00	5.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
343	3.800000e+00	5.000000e-01	-9.161659e-01	-9.161659e-01	0.000000e+00
344	3.900000e+00	5.000000e-01	-9.516021e-01	-9.516021e-01	0.000000e+00
345	4.000000e+00	5.000000e-01	-9.775301e-01	-9.775301e-01	0.000000e+00
386	2.000000e+00	6.000000e-01	5.155014e-01	5.155014e-01	0.000000e+00
387	2.100000e+00	6.000000e-01	4.273799e-01	4.273799e-01	0.000000e+00
388	2.200000e+00	6.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
389	2.300000e+00	6.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
390	2.400000e+00	6.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
391	2.500000e+00	6.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
392	2.600000e+00	6.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
393	2.700000e+00	6.000000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
394	2.800000e+00	6.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
395	2.900000e+00	6.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
396	3.000000e+00	6.000000e-01	-4.424091e-01	-4.425204e-01	1.113588e-04
397	3.100000e+00	6.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
398	3.200000e+00	6.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
399	3.300000e+00	6.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
400	3.400000e+00	6.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
401	3.500000e+00	6.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
402	3.600000e+00	6.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
403	3.700000e+00	6.000000e-01	-9.161659e-01	-9.161659e-01	0.000000e+00
404	3.800000e+00	6.000000e-01	-9.516021e-01	-9.516021e-01	0.000000e+00
405	3.900000e+00	6.000000e-01	-9.775301e-01	-9.775301e-01	0.000000e+00
406	4.000000e+00	6.000000e-01	-9.936910e-01	-9.936910e-01	0.000000e+00
447	2.000000e+00	7.000000e-01	4.273799e-01	4.273799e-01	0.000000e+00
448	2.100000e+00	7.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
449	2.200000e+00	7.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
450	2.300000e+00	7.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
451	2.400000e+00	7.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
452	2.500000e+00	7.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
453	2.600000e+00	7.000000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
454	2.700000e+00	7.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
455	2.800000e+00	7.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
456	2.900000e+00	7.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
457	3.000000e+00	7.000000e-01	-5.297363e-01	-5.298361e-01	9.984767e-05
458	3.100000e+00	7.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
459	3.200000e+00	7.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
460	3.300000e+00	7.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
461	3.400000e+00	7.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
462	3.500000e+00	7.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
463	3.600000e+00	7.000000e-01	-9.161659e-01	-9.161659e-01	0.000000e+00
464	3.700000e+00	7.000000e-01	-9.516021e-01	-9.516021e-01	0.000000e+00
465	3.800000e+00	7.000000e-01	-9.775301e-01	-9.775301e-01	0.000000e+00
466	3.900000e+00	7.000000e-01	-9.936910e-01	-9.936910e-01	0.000000e+00
467	4.000000e+00	7.000000e-01	-9.999233e-01	-9.999233e-01	0.000000e+00
508	2.000000e+00	8.000000e-01	3.349882e-01	3.349882e-01	0.000000e+00
509	2.100000e+00	8.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
510	2.200000e+00	8.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
511	2.300000e+00	8.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
512	2.400000e+00	8.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
513	2.500000e+00	8.000000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
514	2.600000e+00	8.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
515	2.700000e+00	8.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
516	2.800000e+00	8.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
517	2.900000e+00	8.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
518	3.000000e+00	8.000000e-01	-6.117746e-01	-6.118579e-01	8.329859e-05
519	3.100000e+00	8.000000e-01	-6.877662e-01	-6.877662e-01	0.000000e+00
520	3.200000e+00	8.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
521	3.300000e+00	8.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
522	3.400000e+00	8.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
523	3.500000e+00	8.000000e-01	-9.161659e-01	-9.161659e-01	0.000000e+00
524	3.600000e+00	8.000000e-01	-9.516021e-01	-9.516021e-01	0.000000e+00
525	3.700000e+00	8.000000e-01	-9.775301e-01	-9.775301e-01	0.000000e+00
526	3.800000e+00	8.000000e-01	-9.936910e-01	-9.936910e-01	0.000000e+00
527	3.900000e+00	8.000000e-01	-9.999233e-01	-9.999233e-01	0.000000e+00
528	4.000000e+00	8.000000e-01	-9.961646e-01	-9.961646e-01	0.000000e+00
569	2.000000e+00	9.000000e-01	2.392493e-01	2.392493e-01	0.000000e+00
570	2.100000e+00	9.000000e-01	1.411200e-01	1.411200e-01	0.000000e+00
571	2.200000e+00	9.000000e-01	4.158066e-02	4.158066e-02	0.000000e+00
572	2.300000e+00	9.000000e-01	-5.837414e-02	-5.837414e-02	0.000000e+00
573	2.400000e+00	9.000000e-01	-1.577457e-01	-1.577457e-01	0.000000e+00
574	2.500000e+00	9.000000e-01	-2.555411e-01	-2.555411e-01	0.000000e+00
575	2.600000e+00	9.000000e-01	-3.507832e-01	-3.507832e-01	0.000000e+00
576	2.700000e+00	9.000000e-01	-4.425204e-01	-4.425204e-01	0.000000e+00
577	2.800000e+00	9.000000e-01	-5.298361e-01	-5.298361e-01	0.000000e+00
578	2.900000e+00	9.000000e-01	-6.118579e-01	-6.118579e-01	0.000000e+00
579	3.000000e+00	9.000000e-01	-6.877092e-01	-6.877662e-01	5.700844e-05
580	3.100000e+00	9.000000e-01	-7.568025e-01	-7.568025e-01	0.000000e+00
581	3.200000e+00	9.000000e-01	-8.182771e-01	-8.182771e-01	0.000000e+00
582	3.300000e+00	9.000000e-01	-8.715758e-01	-8.715758e-01	0.000000e+00
583	3.400000e+00	9.000000e-01	-9.161659e-01	-9.161659e-01	0.000000e+00
584	3.500000e+00	9.000000e-01	-9.516021e-01	-9.516021e-01	0.000000e+00
585	3.600000e+00	9.000000e-01	-9.775301e-01	-9.775301e-01	0.000000e+00
586	3.700000e+00	9.000000e-01	-9.936910e-01	-9.936910e-01	0.000000e+00
587	3.800000e+00	9.000000e-01	-9.999233e-01	-9.999233e-01	0.000000e+00
588	3.900000e+00	9.000000e-01	-9.961646e-01	-9.961646e-01	0.000000e+00
589	4.000000e+00	9.000000e-01	-9.824526e-01	-9.824526e-01	0.000000e+00
630	2.000000e+00	1.000000e+00	1.411200e-01	1.411200e-01	0.000000e+00
631	2.100000e+00	1.000000e+00	4.158066e-02	4.158066e-02	0.000000e+00
632	2.200000e+00	1.000000e+00	-5.837414e-02	-5.837414e-02	0.000000e+00
633	2.300000e+00	1.000000e+00	-1.577457e-01	-1.577457e-01	0.000000e+00
634	2.400000e+00	1.000000e+00	-2.555411e-01	-2.555411e-01	0.000000e+00
635	2.500000e+00	1.000000e+00	-3.507832e-01	-3.507832e-01	0.000000e+00
636	2.600000e+00	1.000000e+00	-4.425204e-01	-4.425204e-01	0.000000e+00
637	2.700000e+00	1.000000e+00	-5.298361e-01	-5.298361e-01	0.000000e+00
638	2.800000e+00	1.000000e+00	-6.118579e-01	-6.118579e-01	0.000000e+00
639	2.900000e+00	1.000000e+00	-6.877662e-01	-6.877662e-01	0.000000e+00
640	3.000000e+00	1.000000e+00	-7.567920e-01	-7.568025e-01	1.050486e-05
641	3.100000e+00	1.000000e+00	-8.182771e-01	-8.182771e-01	0.000000e+00
642	3.200000e+00	1.000000e+00	-8.715758e-01	-8.715758e-01	0.000000e+00
643	3.300000e+00	1.000000e+00	-9.161659e-01	-9.161659e-01	0.000000e+00
644	3.400000e+00	1.000000e+00	-9.516021e-01	-9.516021e-01	0.000000e+00
645	3.500000e+00	1.000000e+00	-9.775301e-01	-9.775301e-01	0.000000e+00
646	3.600000e+00	1.000000e+00	-9.936910e-01	-9.936910e-01	0.000000e+00
647	3.700000e+00	1.000000e+00	-9.999233e-01	-9.999233e-01	0.000000e+00
648	3.800000e+00	1.000000e+00	-9.961646e-01	-9.961646e-01	0.000000e+00
649	3.900000e+00	1.000000e+00	-9.824526e-01	-9.824526e-01	0.000000e+00
650	4.000000e+00	1.000000e+00	-9.589243e-01	-9.589243e-01	0.000000e+00
691	2.000000e+00	1.100000e+00	4.158066e-02	4.158066e-02	0.000000e+00
692	2.100000e+00	1.100000e+00	-5.837414e-02	-5.837414e-02	0.000000e+00
693	2.200000e+00	1.100000e+00	-1.577457e-01	-1.577457e-01	0.000000e+00
694	2.300000e+00	1.100000e+00	-2.555411e-01	-2.555411e-01	0.000000e+00
695	2.400000e+00	1.100000e+00	-3.507832e-01	-3.507832e-01	0.000000e+00
696	2.500000e+00	1.100000e+00	-4.425204e-01	-4.425204e-01	0.000000e+00
697	2.600000e+00	1.100000e+00	-5.298361e-01	-5.298361e-01	0.000000e+00
698	2.700000e+00	1.100000e+00	-6.118579e-01	-6.118579e-01	0.000000e+00
699	2.800000e+00	1.100000e+00	-6.877662e-01	-6.877662e-01	0.000000e+00
700	2.900000e+00	1.100000e+00	-7.568025e-01	-7.568025e-01	0.000000e+00
701	3.000000e+00	1.100000e+00	-8.182794e-01	-8.182771e-01	2.274795e-06
702	3.100000e+00	1.100000e+00	-8.715758e-01	-8.715758e-01	0.000000e+00
703	3.200000e+00	1.100000e+00	-9.161659e-01	-9.161659e-01	0.000000e+00
704	3.300000e+00	1.100000e+00	-9.516021e-01	-9.516021e-01	0.000000e+00
705	3.400000e+00	1.100000e+00	-9.775301e-01	-9.775301e-01	0.000000e+00
706	3.500000e+00	1.100000e+00	-9.936910e-01	-9.936910e-01	0.000000e+00
707	3.600000e+00	1.100000e+00	-9.999233e-01	-9.999233e-01	0.000000e+00
708	3.700000e+00	1.100000e+00	-9.961646e-01	-9.961646e-01	0.000000e+00
709	3.800000e+00	1.100000e+00	-9.824526e-01	-9.824526e-01	0.000000e+00
710	3.900000e+00	1.100000e+00	-9.589243e-01	-9.589243e-01	0.000000e+00
711	4.000000e+00	1.100000e+00	-9.258147e-01	-9.258147e-01	0.000000e+00
752	2.000000e+00	1.200000e+00	-5.837414e-02	-5.837414e-02	0.000000e+00
753	2.100000e+00	1.200000e+00	-1.577457e-01	-1.577457e-01	0.000000e+00
754	2.200000e+00	1.200000e+00	-2.555411e-01	-2.555411e-01	0.000000e+00
755	2.300000e+00	1.200000e+00	-3.507832e-01	-3.507832e-01	0.000000e+00
756	2.400000e+00	1.200000e+00	-4.425204e-01	-4.425204e-01	0.000000e+00
757	2.500000e+00	1.200000e+00	-5.298361e-01	-5.298361e-01	0.000000e+00
758	2.600000e+00	1.200000e+00	-6.118579e-01	-6.118579e-01	0.000000e+00
759	2.700000e+00	1.200000e+00	-6.877662e-01	-6.877662e-01	0.000000e+00
760	2.800000e+00	1.200000e+00	-7.568025e-01	-7.568025e-01	0.000000e+00
761	2.900000e+00	1.200000e+00	-8.182771e-01	-8.182771e-01	0.000000e+00
762	3.000000e+00	1.200000e+00	-8.715818e-01	-8.715758e-01	5.993379e-06
763	3.100000e+00	1.200000e+00	-9.161659e-01	-9.161659e-01	0.000000e+00
764	3.200000e+00	1.200000e+00	-9.516021e-01	-9.516021e-01	0.000000e+00
765	3.300000e+00	1.200000e+00	-9.775301e-01	-9.775301e-01	0.000000e+00
766	3.400000e+00	1.200000e+00	-9.936910e-01	-9.936910e-01	0.000000e+00
767	3.500000e+00	1.200000e+00	-9.999233e-01	-9.999233e-01	0.000000e+00
768	3.600000e+00	1.200000e+00	-9.961646e-01	-9.961646e-01	0.000000e+00
769	3.700000e+00	1.200000e+00	-9.824526e-01	-9.824526e-01	0.000000e+00
770	3.800000e+00	1.200000e+00	-9.589243e-01	-9.589243e-01	0.000000e+00
771	3.900000e+00	1.200000e+00	-9.258147e-01	-9.258147e-01	0.000000e+00
772	4.000000e+00	1.200000e+00	-8.834547e-01	-8.834547e-01	0.000000e+00
813	2.000000e+00	1.300000e+00	-1.577457e-01	-1.577457e-01	0.000000e+00
814	2.100000e+00	1.300000e+00	-2.555411e-01	-2.555411e-01	0.000000e+00
815	2.200000e+00	1.300000e+00	-3.507832e-01	-3.507832e-01	0.000000e+00
816	2.300000e+00	1.300000e+00	-4.425204e-01	-4.425204e-01	0.000000e+00
817	2.400000e+00	1.300000e+00	-5.298361e-01	-5.298361e-01	0.000000e+00
818	2.500000e+00	1.300000e+00	-6.118579e-01	-6.118579e-01	0.000000e+00
819	2.600000e+00	1.300000e+00	-6.877662e-01	-6.877662e-01	0.000000e+00
820	2.700000e+00	1.300000e+00	-7.568025e-01	-7.568025e-01	0.000000e+00
821	2.800000e+00	1.300000e+00	-8.182771e-01	-8.182771e-01	0.000000e+00
822	2.900000e+00	1.300000e+00	-8.715758e-01	-8.715758e-01	0.000000e+00
823	3.000000e+00	1.300000e+00	-9.161732e-01	-9.161659e-01	7.237232e-06
824	3.100000e+00	1.300000e+00	-9.516021e-01	-9.516021e-01	0.000000e+00
825	3.200000e+00	1.300000e+00	-9.775301e-01	-9.775301e-01	0.000000e+00
826	3.300000e+00	1.300000e+00	-9.936910e-01	-9.936910e-01	0.000000e+00
827	3.400000e+00	1.300000e+00	-9.999233e-01	-9.999233e-01	0.000000e+00
828	3.500000e+00	1.300000e+00	-9.961646e-01	-9.961646e-01	0.000000e+00
829	3.600000e+00	1.300000e+00	-9.824526e-01	-9.824526e-01	0.000000e+00
830	3.700000e+00	1.300000e+00	-9.589243e-01	-9.589243e-01	0.000000e+00
831	3.800000e+00	1.300000e+00	-9.258147e-01	-9.258147e-01	0.000000e+00
832	3.900000e+00	1.300000e+00	-8.834547e-01	-8.834547e-01	0.000000e+00
833	4.000000e+00	1.300000e+00	-8.322674e-01	-8.322674e-01	0.000000e+00
874	2.000000e+00	1.400000e+00	-2.555411e-01	-2.555411e-01	0.000000e+00
875	2.100000e+00	1.400000e+00	-3.507832e-01	-3.507832e-01	0.000000e+00
876	2.200000e+00	1.400000e+00	-4.425204e-01	-4.425204e-01	0.000000e+00
877	2.300000e+00	1.400000e+00	-5.298361e-01	-5.298361e-01	0.000000e+00
878	2.400000e+00	1.400000e+00	-6.118579e-01	-6.118579e-01	0.000000e+00
879	2.500000e+00	1.400000e+00	-6.877662e-01	-6.877662e-01	0.000000e+00
880	2.600000e+00	1.400000e+00	-7.568025e-01	-7.568025e-01	0.000000e+00
881	2.700000e+00	1.400000e+00	-8.182771e-01	-8.182771e-01	0.000000e+00
882	2.800000e+00	1.400000e+00	-8.715758e-01	-8.715758e-01	0.000000e+00
883	2.900000e+00	1.400000e+00	-9.161659e-01	-9.161659e-01	0.000000e+00
884	3.000000e+00	1.400000e+00	-9.516098e-01	-9.516021e-01	7.763580e-06
885	3.100000e+00	1.400000e+00	-9.775301e-01	-9.775301e-01	0.000000e+00
886	3.200000e+00	1.400000e+00	-9.936910e-01	-9.936910e-01	0.000000e+00
887	3.300000e+00	1.400000e+00	-9.999233e-01	-9.999233e-01	0.000000e+00
888	3.400000e+00	1.400000e+00	-9.961646e-01	-9.961646e-01	0.000000e+00
889	3.500000e+00	1.400000e+00	-9.824526e-01	-9.824526e-01	0.000000e+00
890	3.600000e+00	1.400000e+00	-9.589243e-01	-9.589243e-01	0.000000e+00
891	3.700000e+00	1.400000e+00	-9.258147e-01	-9.258147e-01	0.000000e+00
892	3.800000e+00	1.400000e+00	-8.834547e-01	-8.834547e-01	0.000000e+00
893	3.900000e+00	1.400000e+00	-8.322674e-01	-8.322674e-01	0.000000e+00
894	4.000000e+00	1.400000e+00	-7.727645e-01	-7.727645e-01	0.000000e+00
935	2.000000e+00	1.500000e+00	-3.507832e-01	-3.507832e-01	0.000000e+00
936	2.100000e+00	1.500000e+00	-4.425204e-01	-4.425204e-01	0.000000e+00
937	2.200000e+00	1.500000e+00	-5.298361e-01	-5.298361e-01	0.000000e+00
938	2.300000e+00	1.500000e+00	-6.118579e-01	-6.118579e-01	0.000000e+00
939	2.400000e+00	1.500000e+00	-6.877662e-01	-6.877662e-01	0.000000e+00
940	2.500000e+00	1.500000e+00	-7.568025e-01	-7.568025e-01	0.000000e+00
